origin_center_point,abstracted_center_point
"HWTEST_F(EsimFileTest, SplitMccAndMnc001, TestSize.Level1)
{
    std::string mccMnc = ""FFFF"";
    std::string mcc = """";
    std::string mnc = """";
    esimFile->SplitMccAndMnc(mccMnc, mcc, mnc);
    ASSERT_TRUE(esimFile != nullptr);
}","HWTEST_F(EsimFileTest, <TYPE>, TestSize.Level1) { std::string mccMnc = <STR>; std::string mcc = """"; std::string mnc = """"; esimFile->SplitMccAndMnc(mccMnc, mcc, mnc); ASSERT_TRUE(esimFile != nullptr); }"
"HWTEST_F(EsimFileTest, ProcessPrepareDownloadDone002, TestSize.Level1)
{
    IccFileData newRecvData;
    newRecvData.sw1 = 0x61;
    esimFile->newRecvData_ = newRecvData;
    std::shared_ptr<IccControllerHolder> holder = nullptr;
    std::unique_ptr<Telephony::IccFromRilMsg> rcvMsg = std::make_unique<Telephony::IccFromRilMsg>(holder);
    rcvMsg->fileData.resultData = """";
    auto event = AppExecFwk::InnerEvent::Get(0, rcvMsg);
    esimFile->ProcessPrepareDownloadDone(event);
    ASSERT_TRUE(esimFile != nullptr);
}","HWTEST_F(EsimFileTest, <TYPE>, TestSize.Level1) { IccFileData newRecvData; newRecvData.sw1 = 0x61; esimFile->newRecvData_ = newRecvData; std::shared_ptr<IccControllerHolder> holder = nullptr; std::unique_ptr<Telephony::IccFromRilMsg> rcvMsg = std::make_unique<Telephony::IccFromRilMsg>(holder); rcvMsg->fileData.resultData = """"; auto event = AppExecFwk::InnerEvent::Get(0, rcvMsg); esimFile->ProcessPrepareDownloadDone(event); ASSERT_TRUE(esimFile != nullptr); }"
"HWTEST_F(EsimFileTest, ProcessListNotificationsDone003, TestSize.Level1)
{
    IccFileData newRecvData;
    newRecvData.sw1 = 0x90;
    newRecvData.sw2 = 0x00;
    newRecvData.resultData = ""test"";
    esimFile->newRecvData_ = newRecvData;
    esimFile->recvCombineStr_ = BPP_COMBINE_HEX_STR;
    std::shared_ptr<IccControllerHolder> holder = nullptr;
    std::unique_ptr<Telephony::IccFromRilMsg> rcvMsg = std::make_unique<Telephony::IccFromRilMsg>(holder);
    rcvMsg->fileData.resultData = """";
    auto event = AppExecFwk::InnerEvent::Get(0, rcvMsg);
    esimFile->ProcessListNotificationsDone(event);
    ASSERT_TRUE(esimFile != nullptr);
}","HWTEST_F(EsimFileTest, <TYPE>, TestSize.Level1) { IccFileData newRecvData; newRecvData.sw1 = 0x90; newRecvData.sw2 = 0x00; newRecvData.resultData = <STR>; esimFile->newRecvData_ = newRecvData; esimFile->recvCombineStr_ = BPP_COMBINE_HEX_STR; std::shared_ptr<IccControllerHolder> holder = nullptr; std::unique_ptr<Telephony::IccFromRilMsg> rcvMsg = std::make_unique<Telephony::IccFromRilMsg>(holder); rcvMsg->fileData.resultData = """"; auto event = AppExecFwk::InnerEvent::Get(0, rcvMsg); esimFile->ProcessListNotificationsDone(event); ASSERT_TRUE(esimFile != nullptr); }"
"HWTEST_F(EsimTest, ProcessDisableProfile_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    int slotId = 0;
    std::shared_ptr<Telephony::IccFile> iccFile = std::make_shared<EsimFile>(simStateManager);
    AppExecFwk::InnerEvent::Pointer eventGetProfile = iccFile->BuildCallerInfo(MSG_ESIM_DISABLE_PROFILE);
    esimFile->currentChannelId_ = 0;
    EXPECT_FALSE(esimFile->ProcessDisableProfile(slotId, eventGetProfile));
    esimFile->currentChannelId_ = 2;
    std::string iccIdStr = ""ABCDEFG"";
    esimFile->esimProfile_.iccId = Str8ToStr16(iccIdStr);
    EXPECT_FALSE(esimFile->ProcessDisableProfile(slotId, eventGetProfile));
    std::shared_ptr<IccFileController> file = std::make_shared<SimFileController>(slotId);
    std::shared_ptr<IccDiallingNumbersHandler> handler = std::make_shared<IccDiallingNumbersHandler>(file);
    esimFile->SetRilAndFileController(telRilManager, file, handler);
    EXPECT_TRUE(esimFile->ProcessDisableProfile(slotId, eventGetProfile));
    std::string str = ""ABCDEFGG"";
    esimFile->esimProfile_.iccId = Str8ToStr16(str);
    EXPECT_TRUE(esimFile->ProcessDisableProfile(slotId, eventGetProfile));
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); int slotId = 0; std::shared_ptr<Telephony::IccFile> iccFile = std::make_shared<EsimFile>(simStateManager); AppExecFwk::InnerEvent::Pointer <VAR> = iccFile->BuildCallerInfo(<TYPE>); esimFile->currentChannelId_ = 0; EXPECT_FALSE(esimFile->ProcessDisableProfile(slotId, <VAR>)); esimFile->currentChannelId_ = 2; std::string iccIdStr = ""ABCDEFG""; esimFile->esimProfile_.iccId = Str8ToStr16(iccIdStr); EXPECT_FALSE(esimFile->ProcessDisableProfile(slotId, <VAR>)); std::shared_ptr<IccFileController> file = std::make_shared<SimFileController>(slotId); std::shared_ptr<IccDiallingNumbersHandler> handler = std::make_shared<IccDiallingNumbersHandler>(file); esimFile->SetRilAndFileController(telRilManager, file, handler); EXPECT_TRUE(esimFile->ProcessDisableProfile(slotId, <VAR>)); std::string str = ""ABCDEFGG""; esimFile->esimProfile_.iccId = Str8ToStr16(str); EXPECT_TRUE(esimFile->ProcessDisableProfile(slotId, <VAR>)); }"
"HWTEST_F(EsimTest, ObtainRulesAuthTable_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    int32_t portIndex = 0;
    EuiccRulesAuthTable eUiccRulesAuthTable;
    esimFile->currentChannelId_ = 0;
    EXPECT_EQ(eUiccRulesAuthTable.position_, (esimFile->ObtainRulesAuthTable(portIndex)).position_);
    int32_t slotId = 0;
    esimFile->currentChannelId_ = 2;
    std::shared_ptr<IccFileController> file = std::make_shared<SimFileController>(slotId);
    std::shared_ptr<IccDiallingNumbersHandler> handler = std::make_shared<IccDiallingNumbersHandler>(file);
    esimFile->SetRilAndFileController(telRilManager, file, handler);
    EXPECT_EQ(eUiccRulesAuthTable.position_, (esimFile->ObtainRulesAuthTable(portIndex)).position_);
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); int32_t portIndex = 0; <TYPE> <VAR>; esimFile->currentChannelId_ = 0; EXPECT_EQ(<VAR>.<VAR>, (esimFile->ObtainRulesAuthTable(portIndex)).<VAR>); int32_t slotId = 0; esimFile->currentChannelId_ = 2; std::shared_ptr<IccFileController> file = std::make_shared<SimFileController>(slotId); std::shared_ptr<IccDiallingNumbersHandler> handler = std::make_shared<IccDiallingNumbersHandler>(file); esimFile->SetRilAndFileController(telRilManager, file, handler); EXPECT_EQ(<VAR>.<VAR>, (esimFile->ObtainRulesAuthTable(portIndex)).<VAR>); }"
std::u16string boundProfilePackageStr;,std::u16string <VAR>;
"HWTEST_F(EsimTest, ListNotifications_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    int32_t portIndex = 0;
    Event events = Event::EVENT_DONOTHING;
    esimFile->currentChannelId_ = 0;
    EXPECT_TRUE((esimFile->ListNotifications(portIndex, events)).euiccNotification_.empty());
    int32_t slotId = 0;
    esimFile->currentChannelId_ = 2;
    std::shared_ptr<IccFileController> file = std::make_shared<SimFileController>(slotId);
    std::shared_ptr<IccDiallingNumbersHandler> handler = std::make_shared<IccDiallingNumbersHandler>(file);
    esimFile->SetRilAndFileController(telRilManager, file, handler);
    EXPECT_TRUE((esimFile->ListNotifications(portIndex, events)).euiccNotification_.empty());
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); int32_t portIndex = 0; Event events = Event::EVENT_DONOTHING; esimFile->currentChannelId_ = 0; EXPECT_TRUE((esimFile->ListNotifications(portIndex, events)).euiccNotification_.empty()); int32_t slotId = 0; esimFile->currentChannelId_ = 2; std::shared_ptr<IccFileController> file = std::make_shared<SimFileController>(slotId); std::shared_ptr<IccDiallingNumbersHandler> handler = std::make_shared<IccDiallingNumbersHandler>(file); esimFile->SetRilAndFileController(telRilManager, file, handler); EXPECT_TRUE((esimFile->ListNotifications(portIndex, events)).euiccNotification_.empty()); }"
"HWTEST_F(EsimTest, BuildApduForInitSecureChannel_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    std::shared_ptr<Asn1Node> bppNode = nullptr;
    esimFile->DecodeBoundProfilePackage(boundProfilePackage, bppNode);
    int32_t currentChannelId_ = 1;
    RequestApduBuild codec(currentChannelId_);
    std::shared_ptr<Asn1Node> initSecureChannelReq = bppNode->Asn1GetChild(TAG_ESIM_INITIALISE_SECURE_CHANNEL);
    esimFile->BuildApduForInitSecureChannel(codec, bppNode, initSecureChannelReq);
    bool bRet = codec.GetCommands().size() != 0 ? true : false;
    EXPECT_TRUE(bRet);
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); std::shared_ptr<Asn1Node> bppNode = nullptr; esimFile->DecodeBoundProfilePackage(boundProfilePackage, bppNode); int32_t currentChannelId_ = 1; RequestApduBuild codec(currentChannelId_); std::shared_ptr<Asn1Node> <VAR> = bppNode->Asn1GetChild(<TYPE>); esimFile->BuildApduForInitSecureChannel(codec, bppNode, <VAR>); bool bRet = codec.GetCommands().size() != 0 ? true : false; EXPECT_TRUE(bRet); }"
"HWTEST_F(EsimTest, BuildApduForFirstSequenceOf87_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    std::shared_ptr<Asn1Node> bppNode = nullptr;
    esimFile->DecodeBoundProfilePackage(boundProfilePackage, bppNode);
    int32_t currentChannelId_ = 1;
    RequestApduBuild codec(currentChannelId_);
    std::shared_ptr<Asn1Node> firstSequenceOf87 = bppNode->Asn1GetChild(TAG_ESIM_CTX_COMP_0);
    esimFile->BuildApduForFirstSequenceOf87(codec, firstSequenceOf87);
    bool bRet = codec.GetCommands().size() != 0 ? true : false;
    EXPECT_TRUE(bRet);
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); std::shared_ptr<Asn1Node> bppNode = nullptr; esimFile->DecodeBoundProfilePackage(boundProfilePackage, bppNode); int32_t currentChannelId_ = 1; RequestApduBuild codec(currentChannelId_); std::shared_ptr<Asn1Node> <VAR> = bppNode->Asn1GetChild(<TYPE>); esimFile->BuildApduForFirstSequenceOf87(codec, <VAR>); bool bRet = codec.GetCommands().size() != 0 ? true : false; EXPECT_TRUE(bRet); }"
"HWTEST_F(EsimTest, createNotification_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    std::string resultData = ""BF2F118001010C08736D64702E636F6D81020508"";
    std::vector<uint8_t> responseByte = Asn1Utils::HexStrToBytes(resultData.c_str());
    uint32_t byteLen = responseByte.size();
    std::shared_ptr<Asn1Node> node = esimFile->Asn1ParseResponse(responseByte, byteLen);
    EuiccNotification euicc;
    esimFile->createNotification(node, euicc);
    bool bRet = euicc.targetAddr_.empty() ? false : true;
    EXPECT_TRUE(bRet);
}","HWTEST_F(EsimTest, <VAR>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); std::string resultData = <STR>; std::vector<uint8_t> responseByte = Asn1Utils::HexStrToBytes(resultData.c_str()); uint32_t byteLen = responseByte.size(); std::shared_ptr<Asn1Node> node = esimFile->Asn1ParseResponse(responseByte, byteLen); EuiccNotification euicc; esimFile->createNotification(node, euicc); bool bRet = euicc.targetAddr_.empty() ? false : true; EXPECT_TRUE(bRet); }"
"HWTEST_F(EsimTest, EuiccInfo2ParseProfileVersion_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    EuiccInfo2 euiccInfo2;
    std::string resultData =
        ""BF282BA029BF2F118001010C08736D64702E636F6081020136BF2F128001020C09736D6470322E636F608102AABB9000"";
    std::vector<uint8_t> responseByte = Asn1Utils::HexStrToBytes(resultData);
    uint32_t byteLen = responseByte.size();
    std::shared_ptr<Asn1Node> root = esimFile->Asn1ParseResponse(responseByte, byteLen);
    esimFile->EuiccInfo2ParseProfileVersion(euiccInfo2, root);
    bool bRet = euiccInfo2.profileVersion_.empty() ? false : true;
    EXPECT_TRUE(!bRet);
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); EuiccInfo2 euiccInfo2; std::string resultData = ""BF282BA029BF2F118001010C08736D64702E636F6081020136BF2F128001020C09736D6470322E636F608102AABB9000""; std::vector<uint8_t> responseByte = Asn1Utils::HexStrToBytes(resultData); uint32_t byteLen = responseByte.size(); std::shared_ptr<Asn1Node> root = esimFile->Asn1ParseResponse(responseByte, byteLen); esimFile->EuiccInfo2ParseProfileVersion(euiccInfo2, root); bool bRet = euiccInfo2.<VAR>.empty() ? false : true; EXPECT_TRUE(!bRet); }"
"HWTEST_F(EsimTest, EuiccInfo2ParseUiccCapability_001, Function | MediumTest | Level2)
{
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager);
    EuiccInfo2 euiccInfo2;
    std::string resultData =
        ""BF282BA029BF2F118001010C08736D64702E636F6081020136BF2F128001020C09736D6470322E636F608102AABB9000"";
    std::vector<uint8_t> responseByte = Asn1Utils::HexStrToBytes(resultData);
    uint32_t byteLen = responseByte.size();
    std::shared_ptr<Asn1Node> root = esimFile->Asn1ParseResponse(responseByte, byteLen);
    esimFile->EuiccInfo2ParseUiccCapability(euiccInfo2, root);
    bool bRet = euiccInfo2.uiccCapability_.empty() ? false : true;
    EXPECT_TRUE(!bRet);
}","HWTEST_F(EsimTest, <TYPE>, Function | MediumTest | Level2) { std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); std::shared_ptr<Telephony::EsimFile> esimFile = std::make_shared<EsimFile>(simStateManager); EuiccInfo2 euiccInfo2; std::string resultData = ""BF282BA029BF2F118001010C08736D64702E636F6081020136BF2F128001020C09736D6470322E636F608102AABB9000""; std::vector<uint8_t> responseByte = Asn1Utils::HexStrToBytes(resultData); uint32_t byteLen = responseByte.size(); std::shared_ptr<Asn1Node> root = esimFile->Asn1ParseResponse(responseByte, byteLen); esimFile->EuiccInfo2ParseUiccCapability(euiccInfo2, root); bool bRet = euiccInfo2.<VAR>.empty() ? false : true; EXPECT_TRUE(!bRet); }"
"HWTEST_F(EsimManagerTest, GetEuiccProfileInfoList, Function | MediumTest | Level1)
{
    int32_t slotId = 0;
    GetEuiccProfileInfoListInnerResult result;
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimManager> simManager = std::make_shared<SimManager>(telRilManager);
    int32_t ret = simManager->GetEuiccProfileInfoList(slotId, result);
    EXPECT_NE(ret, TELEPHONY_ERR_SUCCESS);
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    simManager->simStateManager_.push_back(simStateManager);
    simManager->simStateManager_[slotId]->Init(slotId);
    simManager->simStateManager_[slotId]->simStateHandle_->iccState_.simStatus_ = -1;
    ret = simManager->GetEuiccProfileInfoList(slotId, result);
    EXPECT_EQ(ret, TELEPHONY_ERR_LOCAL_PTR_NULL);
    EventFwk::CommonEventSubscribeInfo sp;
    std::weak_ptr<Telephony::ITelRilManager> iTelRilManager = telRilManager;
    std::weak_ptr<Telephony::SimStateManager> state = simStateManager;
    std::shared_ptr<Telephony::SimFileManager> simFileManager =
        std::make_shared<SimFileManager>(sp, iTelRilManager, state);
    simManager->simFileManager_.push_back(simFileManager);
    simManager->simFileManager_[slotId]->Init(slotId);
    ret = simManager->GetEuiccProfileInfoList(slotId, result);
    EXPECT_EQ(ret, TELEPHONY_ERR_SUCCESS);
}","HWTEST_F(EsimManagerTest, <TYPE>, Function | MediumTest | Level1) { int32_t slotId = 0; <TYPE> <VAR>; std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimManager> simManager = std::make_shared<SimManager>(telRilManager); int32_t ret = simManager->GetEuiccProfileInfoList(slotId, <VAR>); EXPECT_NE(ret, TELEPHONY_ERR_SUCCESS); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); simManager->simStateManager_.push_back(simStateManager); simManager->simStateManager_[slotId]->Init(slotId); simManager->simStateManager_[slotId]->simStateHandle_->iccState_.simStatus_ = -1; ret = simManager->GetEuiccProfileInfoList(slotId, <VAR>); EXPECT_EQ(ret, TELEPHONY_ERR_LOCAL_PTR_NULL); EventFwk::CommonEventSubscribeInfo sp; std::weak_ptr<Telephony::ITelRilManager> iTelRilManager = telRilManager; std::weak_ptr<Telephony::SimStateManager> state = simStateManager; std::shared_ptr<Telephony::SimFileManager> simFileManager = std::make_shared<SimFileManager>(sp, iTelRilManager, state); simManager->simFileManager_.push_back(simFileManager); simManager->simFileManager_[slotId]->Init(slotId); ret = simManager->GetEuiccProfileInfoList(slotId, <VAR>); EXPECT_EQ(ret, TELEPHONY_ERR_SUCCESS); }"
"HWTEST_F(EsimManagerTest, DisableProfile, Function | MediumTest | Level1)
{
    int32_t slotId = 0;
    int32_t portIndex = 0;
    std::u16string iccId = Str8ToStr16(""98760000000000543210"");
    bool refresh = true;
    int32_t disableProfileResult;
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimManager> simManager = std::make_shared<SimManager>(telRilManager);
    int32_t ret = simManager->DisableProfile(slotId, portIndex, iccId, refresh, disableProfileResult);
    EXPECT_NE(ret, TELEPHONY_ERR_SUCCESS);
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    simManager->simStateManager_.push_back(simStateManager);
    simManager->simStateManager_[slotId]->Init(slotId);
    simManager->simStateManager_[slotId]->simStateHandle_->iccState_.simStatus_ = -1;
    ret = simManager->DisableProfile(slotId, portIndex, iccId, refresh, disableProfileResult);
    EXPECT_EQ(ret, TELEPHONY_ERR_LOCAL_PTR_NULL);
    EventFwk::CommonEventSubscribeInfo sp;
    std::weak_ptr<Telephony::ITelRilManager> iTelRilManager = telRilManager;
    std::weak_ptr<Telephony::SimStateManager> state = simStateManager;
    std::shared_ptr<Telephony::SimFileManager> simFileManager =
        std::make_shared<SimFileManager>(sp, iTelRilManager, state);
    simManager->simFileManager_.push_back(simFileManager);
    simManager->simFileManager_[slotId]->Init(slotId);
    ret = simManager->DisableProfile(slotId, portIndex, iccId, refresh, disableProfileResult);
    EXPECT_EQ(ret, TELEPHONY_ERR_SUCCESS);
}","HWTEST_F(EsimManagerTest, <TYPE>, Function | MediumTest | Level1) { int32_t slotId = 0; int32_t portIndex = 0; std::u16string iccId = Str8ToStr16(""98760000000000543210""); bool <VAR> = true; int32_t <VAR>; std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimManager> simManager = std::make_shared<SimManager>(telRilManager); int32_t ret = simManager->DisableProfile(slotId, portIndex, iccId, <VAR>, <VAR>); EXPECT_NE(ret, TELEPHONY_ERR_SUCCESS); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); simManager->simStateManager_.push_back(simStateManager); simManager->simStateManager_[slotId]->Init(slotId); simManager->simStateManager_[slotId]->simStateHandle_->iccState_.simStatus_ = -1; ret = simManager->DisableProfile(slotId, portIndex, iccId, <VAR>, <VAR>); EXPECT_EQ(ret, TELEPHONY_ERR_LOCAL_PTR_NULL); EventFwk::CommonEventSubscribeInfo sp; std::weak_ptr<Telephony::ITelRilManager> iTelRilManager = telRilManager; std::weak_ptr<Telephony::SimStateManager> state = simStateManager; std::shared_ptr<Telephony::SimFileManager> simFileManager = std::make_shared<SimFileManager>(sp, iTelRilManager, state); simManager->simFileManager_.push_back(simFileManager); simManager->simFileManager_[slotId]->Init(slotId); ret = simManager->DisableProfile(slotId, portIndex, iccId, <VAR>, <VAR>); EXPECT_EQ(ret, TELEPHONY_ERR_SUCCESS); }"
"HWTEST_F(EsimManagerTest, ListNotifications, Function | MediumTest | Level1)
{
    int32_t slotId = 0;
    int32_t portIndex = 0;
    const Event events = Event::EVENT_DELETE;
    EuiccNotificationList notificationList;
    std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>();
    std::shared_ptr<Telephony::SimManager> simManager = std::make_shared<SimManager>(telRilManager);
    int32_t ret = simManager->ListNotifications(slotId, portIndex, events, notificationList);
    EXPECT_NE(ret, TELEPHONY_ERR_SUCCESS);
    std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager);
    simManager->simStateManager_.push_back(simStateManager);
    simManager->simStateManager_[slotId]->Init(slotId);
    simManager->simStateManager_[slotId]->simStateHandle_->iccState_.simStatus_ = -1;
    ret = simManager->ListNotifications(slotId, portIndex, events, notificationList);
    EXPECT_EQ(ret, TELEPHONY_ERR_LOCAL_PTR_NULL);
    EventFwk::CommonEventSubscribeInfo sp;
    std::weak_ptr<Telephony::ITelRilManager> iTelRilManager = telRilManager;
    std::weak_ptr<Telephony::SimStateManager> state = simStateManager;
    std::shared_ptr<Telephony::SimFileManager> simFileManager =
        std::make_shared<SimFileManager>(sp, iTelRilManager, state);
    simManager->simFileManager_.push_back(simFileManager);
    simManager->simFileManager_[slotId]->Init(slotId);
    ret = simManager->ListNotifications(slotId, portIndex, events, notificationList);
    EXPECT_EQ(ret, TELEPHONY_ERR_SUCCESS);
}","HWTEST_F(EsimManagerTest, <TYPE>, Function | MediumTest | Level1) { int32_t slotId = 0; int32_t portIndex = 0; <VAR> <TYPE> <VAR> = <TYPE>::<TYPE>; <TYPE> <VAR>; std::shared_ptr<TelRilManager> telRilManager = std::make_shared<TelRilManager>(); std::shared_ptr<Telephony::SimManager> simManager = std::make_shared<SimManager>(telRilManager); int32_t ret = simManager->ListNotifications(slotId, portIndex, <VAR>, <VAR>); EXPECT_NE(ret, TELEPHONY_ERR_SUCCESS); std::shared_ptr<Telephony::SimStateManager> simStateManager = std::make_shared<SimStateManager>(telRilManager); simManager->simStateManager_.push_back(simStateManager); simManager->simStateManager_[slotId]->Init(slotId); simManager->simStateManager_[slotId]->simStateHandle_->iccState_.simStatus_ = -1; ret = simManager->ListNotifications(slotId, portIndex, <VAR>, <VAR>); EXPECT_EQ(ret, TELEPHONY_ERR_LOCAL_PTR_NULL); EventFwk::CommonEventSubscribeInfo sp; std::weak_ptr<Telephony::ITelRilManager> iTelRilManager = telRilManager; std::weak_ptr<Telephony::SimStateManager> state = simStateManager; std::shared_ptr<Telephony::SimFileManager> simFileManager = std::make_shared<SimFileManager>(sp, iTelRilManager, state); simManager->simFileManager_.push_back(simFileManager); simManager->simFileManager_[slotId]->Init(slotId); ret = simManager->ListNotifications(slotId, portIndex, <VAR>, <VAR>); EXPECT_EQ(ret, TELEPHONY_ERR_SUCCESS); }"
